filename,width,height,class,xmin,ymin,xmax,ymax
9413.jpg,640,480,robot,398,5,568,313
9412.jpg,640,480,robot,398,5,568,313
9411.jpg,640,480,robot,398,4,569,313
9410.jpg,640,480,robot,398,4,569,313
9409.jpg,640,480,robot,397,3,569,314
9408.jpg,640,480,robot,397,3,569,314
9407.jpg,640,480,robot,397,2,570,315
9406.jpg,640,480,robot,397,2,570,315
9405.jpg,640,480,robot,397,2,570,315
9404.jpg,640,480,robot,397,2,570,315
9403.jpg,640,480,robot,398,5,569,312
9402.jpg,640,480,robot,398,5,569,312
9401.jpg,640,480,robot,399,8,570,306
9400.jpg,640,480,robot,399,8,570,306
9399.jpg,640,480,robot,398,8,570,306
9398.jpg,640,480,robot,398,8,570,306
9397.jpg,640,480,robot,398,8,569,307
9396.jpg,640,480,robot,398,8,569,307
9395.jpg,640,480,robot,399,8,569,309
9394.jpg,640,480,robot,399,8,569,309
9393.jpg,640,480,robot,398,8,568,310
9392.jpg,640,480,robot,398,8,568,310
9391.jpg,640,480,robot,398,7,569,311
9390.jpg,640,480,robot,398,7,569,311
9389.jpg,640,480,robot,398,7,571,309
9388.jpg,640,480,robot,398,7,571,309
9387.jpg,640,480,robot,399,7,571,305
9386.jpg,640,480,robot,399,7,571,305
9385.jpg,640,480,robot,400,7,571,305
9384.jpg,640,480,robot,400,7,571,305
9383.jpg,640,480,robot,399,6,569,311
9382.jpg,640,480,robot,399,6,569,311
9381.jpg,640,480,robot,398,4,568,318
9380.jpg,640,480,robot,398,4,568,318
9379.jpg,640,480,robot,398,9,569,319
9378.jpg,640,480,robot,398,9,569,319
9377.jpg,640,480,robot,398,10,568,319
9376.jpg,640,480,robot,398,10,568,319
9375.jpg,640,480,robot,402,9,569,319
9374.jpg,640,480,robot,402,9,569,319
9373.jpg,640,480,robot,403,6,570,313
9372.jpg,640,480,robot,403,6,570,313
9371.jpg,640,480,robot,402,1,571,313
9370.jpg,640,480,robot,402,1,571,313
9369.jpg,640,480,robot,404,0,572,311
9368.jpg,640,480,robot,404,0,572,311
9367.jpg,640,480,robot,403,0,570,319
9366.jpg,640,480,robot,403,0,570,319
9365.jpg,640,480,robot,407,6,583,324
9364.jpg,640,480,robot,407,6,583,324
9363.jpg,640,480,robot,401,8,577,321
9362.jpg,640,480,robot,401,8,577,321
9361.jpg,640,480,robot,402,6,574,317
9360.jpg,640,480,robot,402,6,574,317
9359.jpg,640,480,robot,399,5,572,327
9358.jpg,640,480,robot,399,5,572,327
9357.jpg,640,480,robot,398,12,571,335
9356.jpg,640,480,robot,398,12,571,335
9355.jpg,640,480,robot,393,14,564,339
9354.jpg,640,480,robot,393,14,564,339
9353.jpg,640,480,robot,384,9,551,334
9352.jpg,640,480,robot,384,9,551,334
9351.jpg,640,480,robot,379,8,546,328
9350.jpg,640,480,robot,379,8,546,328
9349.jpg,640,480,robot,379,13,549,330
9348.jpg,640,480,robot,379,13,549,330
9347.jpg,640,480,robot,382,14,557,335
9346.jpg,640,480,robot,382,14,557,335
9345.jpg,640,480,robot,385,12,565,332
9344.jpg,640,480,robot,385,12,565,332
9343.jpg,640,480,robot,390,4,571,336
9342.jpg,640,480,robot,390,4,571,336
9341.jpg,640,480,robot,387,9,567,328
9340.jpg,640,480,robot,387,9,567,328
9339.jpg,640,480,robot,387,7,563,320
9338.jpg,640,480,robot,387,7,563,320
9337.jpg,640,480,robot,379,5,563,318
9336.jpg,640,480,robot,379,5,563,318
9335.jpg,640,480,robot,375,7,563,315
9334.jpg,640,480,robot,375,7,563,315
9333.jpg,640,480,robot,378,8,564,317
9332.jpg,640,480,robot,378,8,564,317
9331.jpg,640,480,robot,359,21,564,303
9331.jpg,640,480,robot,373,8,559,318
9330.jpg,640,480,robot,359,21,564,303
9330.jpg,640,480,robot,373,8,559,318
9329.jpg,640,480,robot,359,17,558,311
9328.jpg,640,480,robot,359,17,558,311
9327.jpg,640,480,robot,361,14,561,325
9326.jpg,640,480,robot,361,14,561,325
9325.jpg,640,480,robot,378,13,563,342
9324.jpg,640,480,robot,378,13,563,342
9323.jpg,640,480,robot,377,15,562,343
9322.jpg,640,480,robot,377,15,562,343
9321.jpg,640,480,robot,373,16,560,343
9320.jpg,640,480,robot,373,16,560,343
9319.jpg,640,480,robot,377,17,554,343
9318.jpg,640,480,robot,377,17,554,343
9317.jpg,640,480,robot,365,40,545,357
9316.jpg,640,480,robot,365,40,545,357
9315.jpg,640,480,robot,360,38,538,357
9314.jpg,640,480,robot,360,38,538,357
9313.jpg,640,480,robot,354,0,527,356
9312.jpg,640,480,robot,354,0,527,356
9311.jpg,640,480,robot,349,5,517,350
9310.jpg,640,480,robot,349,5,517,350
9309.jpg,640,480,robot,330,10,500,340
9308.jpg,640,480,robot,330,10,500,340
9307.jpg,640,480,robot,317,5,488,341
9210.jpg,640,480,robot,300,6,413,261
9209.jpg,640,480,robot,275,6,400,245
9208.jpg,640,480,robot,275,6,400,245
9207.jpg,640,480,robot,252,4,371,244
9206.jpg,640,480,robot,252,4,371,244
9205.jpg,640,480,robot,246,3,368,249
9204.jpg,640,480,robot,246,3,368,249
9536.jpg,640,480,robot,349,4,552,323
9535.jpg,640,480,robot,349,1,552,327
9534.jpg,640,480,robot,349,1,552,327
9533.jpg,640,480,robot,346,3,552,330
9532.jpg,640,480,robot,346,3,552,330
9531.jpg,640,480,robot,346,5,548,328
9530.jpg,640,480,robot,346,5,548,328
9529.jpg,640,480,robot,351,2,545,334
9528.jpg,640,480,robot,351,2,545,334
9527.jpg,640,480,robot,355,2,543,333
9526.jpg,640,480,robot,355,2,543,333
9525.jpg,640,480,robot,359,4,543,331
9524.jpg,640,480,robot,359,4,543,331
9523.jpg,640,480,robot,360,10,543,326
9203.jpg,640,480,robot,246,11,370,250
9202.jpg,640,480,robot,246,11,370,250
9201.jpg,640,480,robot,244,7,365,241
9201.jpg,640,480,robot,243,15,367,245
9200.jpg,640,480,robot,244,7,365,241
9200.jpg,640,480,robot,243,15,367,245
9199.jpg,640,480,robot,241,9,363,241
9199.jpg,640,480,robot,241,17,364,244
9198.jpg,640,480,robot,241,9,363,241
9198.jpg,640,480,robot,241,17,364,244
9197.jpg,640,480,robot,247,6,363,244
9196.jpg,640,480,robot,247,6,363,244
9195.jpg,640,480,robot,254,1,372,251
9194.jpg,640,480,robot,254,1,372,251
9193.jpg,640,480,robot,258,1,373,253
9192.jpg,640,480,robot,258,1,373,253
9191.jpg,640,480,robot,263,3,383,247
9190.jpg,640,480,robot,263,3,383,247
9189.jpg,640,480,robot,264,4,385,245
9188.jpg,640,480,robot,264,4,385,245
9187.jpg,640,480,robot,262,5,388,240
9186.jpg,640,480,robot,262,5,388,240
9185.jpg,640,480,robot,266,4,390,241
9184.jpg,640,480,robot,266,4,390,241
9183.jpg,640,480,robot,267,4,389,242
9182.jpg,640,480,robot,267,4,389,242
9181.jpg,640,480,robot,261,2,384,238
9180.jpg,640,480,robot,261,2,384,238
9179.jpg,640,480,robot,247,5,371,244
9178.jpg,640,480,robot,247,5,371,244
9177.jpg,640,480,robot,238,0,362,250
9176.jpg,640,480,robot,238,0,362,250
9175.jpg,640,480,robot,229,0,347,256
9174.jpg,640,480,robot,229,0,347,256
9173.jpg,640,480,robot,214,0,334,257
9172.jpg,640,480,robot,214,0,334,257
9171.jpg,640,480,robot,192,10,315,256
9170.jpg,640,480,robot,192,10,315,256
9169.jpg,640,480,robot,170,2,298,263
9168.jpg,640,480,robot,170,2,298,263
9167.jpg,640,480,robot,153,0,280,274
9166.jpg,640,480,robot,153,0,280,274
9165.jpg,640,480,robot,145,6,270,270
9164.jpg,640,480,robot,145,6,270,270
9163.jpg,640,480,robot,125,0,263,287
9162.jpg,640,480,robot,125,0,263,287
9161.jpg,640,480,robot,120,0,263,285
9160.jpg,640,480,robot,120,0,263,285
9159.jpg,640,480,robot,117,0,265,286
9158.jpg,640,480,robot,117,0,265,286
9157.jpg,640,480,robot,118,0,265,295
9156.jpg,640,480,robot,118,0,265,295
9155.jpg,640,480,robot,117,0,266,297
9154.jpg,640,480,robot,117,0,266,297
9153.jpg,640,480,robot,111,0,269,301
9152.jpg,640,480,robot,111,0,269,301
9151.jpg,640,480,robot,115,1,265,313
9150.jpg,640,480,robot,115,1,265,313
9149.jpg,640,480,robot,111,2,268,320
9148.jpg,640,480,robot,111,2,268,320
9147.jpg,640,480,robot,125,6,276,327
9146.jpg,640,480,robot,125,6,276,327
9145.jpg,640,480,robot,134,3,286,334
9144.jpg,640,480,robot,134,3,286,334
9143.jpg,640,480,robot,158,1,312,334
9142.jpg,640,480,robot,158,1,312,334
9141.jpg,640,480,robot,179,9,328,341
9140.jpg,640,480,robot,179,9,328,341
9139.jpg,640,480,robot,187,8,335,347
9138.jpg,640,480,robot,187,8,335,347
9137.jpg,640,480,robot,190,2,339,354
9136.jpg,640,480,robot,190,2,339,354
9135.jpg,640,480,robot,193,1,342,357
9134.jpg,640,480,robot,193,1,342,357
9133.jpg,640,480,robot,199,30,364,367
9132.jpg,640,480,robot,199,30,364,367
9131.jpg,640,480,robot,209,31,372,374
9130.jpg,640,480,robot,209,31,372,374
9129.jpg,640,480,robot,222,34,378,378
9128.jpg,640,480,robot,222,34,378,378
9127.jpg,640,480,robot,221,25,385,386
9126.jpg,640,480,robot,221,25,385,386
9125.jpg,640,480,robot,224,23,385,391
9124.jpg,640,480,robot,224,23,385,391
9123.jpg,640,480,robot,223,21,388,397
9122.jpg,640,480,robot,223,21,388,397
9121.jpg,640,480,robot,205,31,406,380
9120.jpg,640,480,robot,205,31,406,380
9119.jpg,640,480,robot,213,34,416,385
9118.jpg,640,480,robot,213,34,416,385
9117.jpg,640,480,robot,222,38,430,388
9116.jpg,640,480,robot,222,38,430,388
9115.jpg,640,480,robot,228,26,443,398
9114.jpg,640,480,robot,228,26,443,398
9113.jpg,640,480,robot,227,20,454,405
9112.jpg,640,480,robot,227,20,454,405
9111.jpg,640,480,robot,236,63,462,425
9111.jpg,640,480,robot,237,22,460,404
9110.jpg,640,480,robot,236,63,462,425
9110.jpg,640,480,robot,237,22,460,404
9109.jpg,640,480,robot,237,61,470,432
9109.jpg,640,480,robot,237,25,469,402
9108.jpg,640,480,robot,237,61,470,432
9108.jpg,640,480,robot,237,25,469,402
9107.jpg,640,480,robot,252,109,482,447
9107.jpg,640,480,robot,246,18,486,411
9106.jpg,640,480,robot,252,109,482,447
9106.jpg,640,480,robot,246,18,486,411
9105.jpg,640,480,robot,254,43,493,446
9104.jpg,640,480,robot,254,43,493,446
9103.jpg,640,480,robot,261,32,506,447
9102.jpg,640,480,robot,261,32,506,447
9101.jpg,640,480,robot,265,36,511,447
9100.jpg,640,480,robot,265,36,511,447
9099.jpg,640,480,robot,259,41,520,448
9098.jpg,640,480,robot,259,41,520,448
9097.jpg,640,480,robot,254,47,525,445
9096.jpg,640,480,robot,254,47,525,445
9095.jpg,640,480,robot,248,52,527,441
9094.jpg,640,480,robot,248,52,527,441
9093.jpg,640,480,robot,253,59,525,438
9092.jpg,640,480,robot,253,59,525,438
9091.jpg,640,480,robot,283,48,518,449
9090.jpg,640,480,robot,283,48,518,449
9089.jpg,640,480,robot,293,100,522,466
9088.jpg,640,480,robot,293,100,522,466
9087.jpg,640,480,robot,300,98,534,465
9086.jpg,640,480,robot,300,98,534,465
9085.jpg,640,480,robot,308,91,537,473
9084.jpg,640,480,robot,308,91,537,473
9083.jpg,640,480,robot,321,91,544,473
9082.jpg,640,480,robot,321,91,544,473
9081.jpg,640,480,robot,319,99,559,470
9080.jpg,640,480,robot,319,99,559,470
9079.jpg,640,480,robot,336,91,562,471
9078.jpg,640,480,robot,336,91,562,471
9077.jpg,640,480,robot,347,33,564,460
9076.jpg,640,480,robot,347,33,564,460
9075.jpg,640,480,robot,349,87,563,469
9074.jpg,640,480,robot,349,87,563,469
9073.jpg,640,480,robot,359,34,567,462
9072.jpg,640,480,robot,359,34,567,462
9071.jpg,640,480,robot,361,87,584,471
9070.jpg,640,480,robot,361,87,584,471
9069.jpg,640,480,robot,373,44,589,453
9068.jpg,640,480,robot,373,44,589,453
9067.jpg,640,480,robot,373,50,598,444
9066.jpg,640,480,robot,373,50,598,444
9065.jpg,640,480,robot,392,74,616,476
9064.jpg,640,480,robot,392,74,616,476
9063.jpg,640,480,robot,404,34,621,452
9062.jpg,640,480,robot,404,34,621,452
9061.jpg,640,480,robot,408,44,627,446
9060.jpg,640,480,robot,408,44,627,446
9059.jpg,640,480,robot,410,85,635,471
9058.jpg,640,480,robot,410,85,635,471
9057.jpg,640,480,robot,419,82,639,475
9056.jpg,640,480,robot,419,82,639,475
9055.jpg,640,480,robot,437,33,628,454
9054.jpg,640,480,robot,437,33,628,454
9053.jpg,640,480,robot,440,12,633,475
9052.jpg,640,480,robot,440,12,633,475
9051.jpg,640,480,robot,439,63,632,480
9050.jpg,640,480,robot,439,63,632,480
9049.jpg,640,480,robot,465,53,630,440
9048.jpg,640,480,robot,465,53,630,440
9047.jpg,640,480,robot,468,53,632,439
9046.jpg,640,480,robot,468,53,632,439
9045.jpg,640,480,robot,477,58,633,435
9044.jpg,640,480,robot,477,58,633,435
9043.jpg,640,480,robot,485,53,632,434
9042.jpg,640,480,robot,485,53,632,434
9041.jpg,640,480,robot,486,56,630,432
9040.jpg,640,480,robot,486,56,630,432
9039.jpg,640,480,robot,484,50,634,434
9038.jpg,640,480,robot,484,50,634,434
9037.jpg,640,480,robot,486,48,636,437
9036.jpg,640,480,robot,486,48,636,437
9035.jpg,640,480,robot,487,54,636,434
9034.jpg,640,480,robot,487,54,636,434
9033.jpg,640,480,robot,487,51,635,434
9032.jpg,640,480,robot,487,51,635,434
9031.jpg,640,480,robot,486,43,634,441
9030.jpg,640,480,robot,486,43,634,441
9029.jpg,640,480,robot,481,44,631,443
9029.jpg,640,480,robot,482,88,638,468
9028.jpg,640,480,robot,481,44,631,443
9028.jpg,640,480,robot,482,88,638,468
9027.jpg,640,480,robot,478,38,628,449
9027.jpg,640,480,robot,480,84,637,472
9026.jpg,640,480,robot,478,38,628,449
9026.jpg,640,480,robot,480,84,637,472
9025.jpg,640,480,robot,479,36,638,443
9024.jpg,640,480,robot,479,36,638,443
9023.jpg,640,480,robot,482,38,639,445
9022.jpg,640,480,robot,482,38,639,445
9021.jpg,640,480,robot,482,45,637,438
9020.jpg,640,480,robot,482,45,637,438
9019.jpg,640,480,robot,487,42,637,439
9018.jpg,640,480,robot,487,42,637,439
9017.jpg,640,480,robot,493,53,636,432
9016.jpg,640,480,robot,493,53,636,432
9015.jpg,640,480,robot,513,59,630,439
9014.jpg,640,480,robot,513,59,630,439
9013.jpg,640,480,robot,519,45,630,451
9012.jpg,640,480,robot,519,45,630,451
9011.jpg,640,480,robot,522,42,630,419
9010.jpg,640,480,robot,522,42,630,419
9009.jpg,640,480,robot,519,62,633,433
9008.jpg,640,480,robot,519,62,633,433
9007.jpg,640,480,robot,521,45,632,416
9006.jpg,640,480,robot,521,45,632,416
9005.jpg,640,480,robot,521,28,635,394
9004.jpg,640,480,robot,521,28,635,394
9003.jpg,640,480,robot,522,36,636,423
9002.jpg,640,480,robot,522,36,636,423
9001.jpg,640,480,robot,525,47,638,413
9000.jpg,640,480,robot,525,47,638,413
8999.jpg,640,480,robot,521,42,636,417
8998.jpg,640,480,robot,521,42,636,417
8997.jpg,640,480,robot,520,13,632,406
8996.jpg,640,480,robot,520,13,632,406
8995.jpg,640,480,robot,518,31,633,390
8894.jpg,640,480,robot,450,4,601,354
8893.jpg,640,480,robot,450,3,601,354
8892.jpg,640,480,robot,450,3,601,354
8891.jpg,640,480,robot,450,4,601,353
8890.jpg,640,480,robot,450,4,601,353
8889.jpg,640,480,robot,448,0,601,358
8888.jpg,640,480,robot,448,0,601,358
9306.jpg,640,480,robot,317,5,488,341
9305.jpg,640,480,robot,308,5,485,336
9304.jpg,640,480,robot,308,5,485,336
9303.jpg,640,480,robot,311,3,468,345
9302.jpg,640,480,robot,311,3,468,345
9301.jpg,640,480,robot,306,2,475,350
9300.jpg,640,480,robot,306,2,475,350
9299.jpg,640,480,robot,317,2,478,350
9298.jpg,640,480,robot,317,2,478,350
9297.jpg,640,480,robot,319,4,480,353
9296.jpg,640,480,robot,319,4,480,353
9295.jpg,640,480,robot,322,7,489,349
9294.jpg,640,480,robot,322,7,489,349
9293.jpg,640,480,robot,333,3,495,351
9292.jpg,640,480,robot,333,3,495,351
9291.jpg,640,480,robot,336,10,496,342
9290.jpg,640,480,robot,336,10,496,342
9289.jpg,640,480,robot,343,6,505,355
9288.jpg,640,480,robot,343,6,505,355
9287.jpg,640,480,robot,353,10,516,348
9286.jpg,640,480,robot,353,10,516,348
9285.jpg,640,480,robot,357,10,522,347
9284.jpg,640,480,robot,357,10,522,347
9283.jpg,640,480,robot,367,6,533,347
9282.jpg,640,480,robot,367,6,533,347
9281.jpg,640,480,robot,371,7,536,345
9280.jpg,640,480,robot,371,7,536,345
9279.jpg,640,480,robot,372,3,533,347
9278.jpg,640,480,robot,372,3,533,347
9277.jpg,640,480,robot,367,10,530,343
9276.jpg,640,480,robot,367,10,530,343
9275.jpg,640,480,robot,362,11,517,351
9274.jpg,640,480,robot,362,11,517,351
9273.jpg,640,480,robot,348,5,498,356
9272.jpg,640,480,robot,348,5,498,356
9271.jpg,640,480,robot,329,11,483,349
9270.jpg,640,480,robot,329,11,483,349
9269.jpg,640,480,robot,320,8,460,380
9268.jpg,640,480,robot,320,8,460,380
9267.jpg,640,480,robot,318,0,449,374
9266.jpg,640,480,robot,318,0,449,374
9265.jpg,640,480,robot,320,0,454,367
9264.jpg,640,480,robot,320,0,454,367
9263.jpg,640,480,robot,323,0,475,356
9262.jpg,640,480,robot,323,0,475,356
9261.jpg,640,480,robot,326,0,475,350
9260.jpg,640,480,robot,326,0,475,350
9259.jpg,640,480,robot,334,0,478,335
9258.jpg,640,480,robot,334,0,478,335
9257.jpg,640,480,robot,336,0,481,330
9256.jpg,640,480,robot,336,0,481,330
9255.jpg,640,480,robot,340,0,480,326
9254.jpg,640,480,robot,340,0,480,326
9253.jpg,640,480,robot,343,0,481,326
9252.jpg,640,480,robot,343,0,481,326
9251.jpg,640,480,robot,339,0,476,317
9250.jpg,640,480,robot,339,0,476,317
9249.jpg,640,480,robot,338,1,465,281
9248.jpg,640,480,robot,338,1,465,281
9247.jpg,640,480,robot,326,2,449,276
9246.jpg,640,480,robot,326,2,449,276
9245.jpg,640,480,robot,322,0,445,273
9244.jpg,640,480,robot,322,0,445,273
9243.jpg,640,480,robot,318,7,440,271
9242.jpg,640,480,robot,318,7,440,271
9241.jpg,640,480,robot,326,4,450,275
9240.jpg,640,480,robot,326,4,450,275
9239.jpg,640,480,robot,347,3,469,277
9238.jpg,640,480,robot,347,3,469,277
9237.jpg,640,480,robot,361,5,490,270
9236.jpg,640,480,robot,361,5,490,270
9235.jpg,640,480,robot,371,0,502,274
9234.jpg,640,480,robot,371,0,502,274
9233.jpg,640,480,robot,374,2,523,255
9232.jpg,640,480,robot,374,2,523,255
9231.jpg,640,480,robot,383,0,532,261
9230.jpg,640,480,robot,383,0,532,261
9229.jpg,640,480,robot,390,0,532,257
9228.jpg,640,480,robot,390,0,532,257
9227.jpg,640,480,robot,387,0,531,258
9226.jpg,640,480,robot,387,0,531,258
9225.jpg,640,480,robot,387,0,534,259
9224.jpg,640,480,robot,387,0,534,259
9223.jpg,640,480,robot,380,4,523,250
9222.jpg,640,480,robot,380,4,523,250
9221.jpg,640,480,robot,366,1,508,250
9220.jpg,640,480,robot,366,1,508,250
9219.jpg,640,480,robot,350,0,480,255
9218.jpg,640,480,robot,350,0,480,255
9217.jpg,640,480,robot,337,7,460,243
9216.jpg,640,480,robot,337,7,460,243
9215.jpg,640,480,robot,320,4,451,240
9214.jpg,640,480,robot,320,4,451,240
9213.jpg,640,480,robot,313,17,432,246
9212.jpg,640,480,robot,313,17,432,246
9211.jpg,640,480,robot,300,6,413,261
8887.jpg,640,480,robot,447,1,601,358
8886.jpg,640,480,robot,447,1,601,358
8885.jpg,640,480,robot,447,5,603,356
8884.jpg,640,480,robot,447,5,603,356
8883.jpg,640,480,robot,446,7,604,355
8882.jpg,640,480,robot,446,7,604,355
8881.jpg,640,480,robot,446,5,602,355
8880.jpg,640,480,robot,446,5,602,355
8879.jpg,640,480,robot,447,2,601,358
8878.jpg,640,480,robot,447,2,601,358
8877.jpg,640,480,robot,447,2,601,357
8876.jpg,640,480,robot,447,2,601,357
8875.jpg,640,480,robot,447,5,599,354
8874.jpg,640,480,robot,447,5,599,354
8873.jpg,640,480,robot,447,7,595,352
8872.jpg,640,480,robot,447,7,595,352
8871.jpg,640,480,robot,446,7,594,353
8870.jpg,640,480,robot,446,7,594,353
8869.jpg,640,480,robot,441,10,596,348
8868.jpg,640,480,robot,441,10,596,348
8867.jpg,640,480,robot,442,7,600,352
8866.jpg,640,480,robot,442,7,600,352
8865.jpg,640,480,robot,443,7,601,350
8864.jpg,640,480,robot,443,7,601,350
8863.jpg,640,480,robot,445,7,603,351
8862.jpg,640,480,robot,445,7,603,351
8861.jpg,640,480,robot,446,8,603,350
8860.jpg,640,480,robot,446,8,603,350
8859.jpg,640,480,robot,446,7,603,350
8858.jpg,640,480,robot,446,7,603,350
8857.jpg,640,480,robot,445,4,605,352
8856.jpg,640,480,robot,445,4,605,352
8855.jpg,640,480,robot,446,6,606,350
8854.jpg,640,480,robot,446,6,606,350
8853.jpg,640,480,robot,446,5,604,349
8852.jpg,640,480,robot,446,5,604,349
8851.jpg,640,480,robot,448,1,602,350
8850.jpg,640,480,robot,448,1,602,350
8849.jpg,640,480,robot,452,24,604,360
8849.jpg,640,480,robot,455,21,597,362
8848.jpg,640,480,robot,452,24,604,360
8848.jpg,640,480,robot,455,21,597,362
8847.jpg,640,480,robot,458,26,608,360
8847.jpg,640,480,robot,461,0,599,352
